,0,1,2,3,4,5,6,7,8,9,10,11,Cluster,BIRCH_Cluster_Labels
0,0.9136857176059494,0.0018110717891099096,0.0013583038418324323,0.23951424410978553,0.23181718900606843,0.11862520218669907,0.19559575322387024,0.04165465114952792,0.0013583038418324323,0.0004527679472774774,0.0004527679472774774,0.0,0,2
1,0.9945182187007046,0.0019712947843423282,0.0004928236960855821,0.07392355441283731,0.0,0.0,0.07392355441283731,0.0,0.0,0.0,0.0,0.0,2,4
2,0.9817792975682537,0.001946044197360265,0.0014595331480201988,0.11043800820019505,0.11481660764425564,0.027731129812383775,0.09924825406537352,0.010216732036141391,0.00048651104934006623,0.00048651104934006623,0.0,0.0,0,2
3,0.9969860484409794,0.001976186419109969,0.0004940466047774922,0.054839173130301636,0.0,0.0,0.054839173130301636,0.0,0.0,0.0,0.0,0.0,2,4
4,0.9894764282665871,0.0019613011462172193,0.0004903252865543048,0.10443928603606693,0.0,0.0,0.10002635845707818,0.004412927578988744,0.0,0.0,0.0,0.0,2,4
5,0.9889290249026498,0.0019602161048615455,0.0004900540262153864,0.10634172368873886,0.0029403241572923187,0.0,0.10340139953144653,0.0024502701310769323,0.0004900540262153864,0.0,0.0,0.0,2,4
6,0.9128255205493169,0.0018093667404347213,0.001357025055326041,0.2275278676096662,0.2777377946567297,0.032568601327824985,0.1890788243754284,0.031663917957607625,0.004523416851086803,0.0009046833702173607,0.0,0.001357025055326041,0,2
7,0.9581300541026042,0.0018991675998069459,0.0014243756998552095,0.14006361048576227,0.21508073067813663,0.025163970697442032,0.12344589398745148,0.015193340798455567,0.00047479189995173647,0.00047479189995173647,0.0,0.00047479189995173647,0,2
8,0.9902656160346442,0.0019628654430815544,0.0004907163607703886,0.09961542123638889,0.0004907163607703886,0.0,0.09716183943253695,0.002453581803851943,0.0,0.0,0.0,0.0,2,4
9,0.9930865459105981,0.001968456979010105,0.0004921142447525263,0.08365942160792948,0.004429028202772737,0.0004921142447525263,0.08218307887367189,0.001476342734257579,0.0,0.0,0.0,0.0,2,4
10,0.9897261871170374,0.0019617962083588454,0.0004904490520897113,0.10299430093883938,0.0009808981041794227,0.001471347156269134,0.09907070852212169,0.0034331433646279793,0.0004904490520897113,0.0,0.0,0.0,2,4
11,0.9885684684608462,0.00195950142410475,0.0004898753560261874,0.10875232903781361,0.00195950142410475,0.0,0.10434345083357792,0.0024493767801309374,0.00195950142410475,0.0,0.0,0.0,2,4
12,0.9773348295863066,0.001937234548238467,0.00048430863705961673,0.15158860339966004,0.001937234548238467,0.0009686172741192335,0.14771413430318311,0.0029058518223577003,0.0009686172741192335,0.0,0.0,0.0,2,4
