0,1,2,3,4
0.943191954808103,0.017596856976212636,0.06659394839671962,0.427179239292099,0.3632310781349956
-0.22211831795743295,-0.8159331989599956,-0.08949145556038299,0.13655291589626573,-0.09293737857792225
0.9971353439293864,-0.24799330171132558,-0.19178541587354248,-0.10737358994800521,-0.10423820921049307
-0.23672202498815006,-0.810378646348887,-0.11888718468516106,0.07776363605649199,-0.048683418742665234
-0.1646674256712868,-0.8214172563558065,-0.04051768173844688,0.26447836816078485,-0.09562418457957822
-0.17386965069907648,-0.8235839324230404,-0.03502598468784161,0.2687062249378669,-0.12853029376869202
0.6683139107424949,0.03687845454877127,0.08586262883907143,0.33273577370523794,0.2579105257620556
0.9455440155035707,-0.13258368117753233,-0.0772751887650017,0.10295218357068402,0.09942826316977368
-0.18326208893020488,-0.8215312598423502,-0.04832925638279409,0.2354821477946362,-0.1153961455821551
-0.20369635498896413,-0.8227283352473587,-0.07508565751973585,0.1793285915114935,-0.08863381031666445
-0.16871590095350003,-0.8276880035336368,-0.041512730033776916,0.26760616518363284,-0.09892307476233755
-0.15482462772446495,-0.8010927860121704,-0.02229402457187335,0.30132063966455985,-0.12365848236956845
-0.10793910801994078,-0.7854364699489507,0.05038456160850883,0.4284354127929223,-0.2172113617962158
-0.1683068098511747,-0.8265408142541139,-0.042445620987177045,0.26605554090870787,-0.09640359385525699
-0.07721876190609685,-0.7660580972800003,0.07651302409538158,0.4770524677614103,-0.22429663320785326
0.9224973318301436,-0.1754326931122193,-0.08269013172364734,0.058381764421600854,-0.12138964987816499
0.9243182524358142,-0.34339317550355714,-0.15556675952779256,-0.2335753556800306,-0.007570009122088041
0.9037704570358056,-0.3373895222610082,-0.13956042297097251,-0.2130763988701847,-0.04977667300621759
0.9590644951491599,-0.33683430999239605,-0.10518961057091035,-0.14274479083918934,-0.09109287126544194
-0.1284352525959754,-0.8684390176968964,0.013730595639050824,0.1068056378991183,-0.04974219777750529
-0.05759330943995431,-0.8669498801214186,0.07848935364539891,0.2605752838536919,-0.06232696051008869
-0.06013374618635955,-0.8671490282119698,0.07734607016398991,0.2600614761483397,-0.05861630757197023
-0.15215868722452897,-0.8585694192308945,-0.021468169258627108,0.042416020824704755,-0.012218347806233093
0.6967194391227813,-0.3838137119918373,-0.22171903158400072,-0.4591059978377655,-0.20139179819256478
-0.15079740570787487,-0.8594454677815402,-0.018671860268768648,0.04772973691166632,-0.01624165958516969
0.7097050567793455,-0.38485767234214513,-0.21302441016391072,-0.44277802294065544,-0.21686415711189702
0.7707593067265492,-0.3837096337949212,-0.196913434606868,-0.39265481744386227,-0.1958716450361504
0.7796741452709827,-0.3836999926202083,-0.18895173901183948,-0.3782593495086807,-0.20990319040861471
-0.11854694932157021,-0.8707251522768754,0.008253642121200225,0.10893048583982733,-0.012531444751009866
0.9769035343320088,-0.33841703274165,-0.08446895610553512,-0.1063869205346371,-0.1357652617226294
-0.15111604492723246,-0.8578832935728066,-0.030915151486161196,0.030286923613082856,0.014581480178633206
0.7328453946974164,-0.3841426714013109,-0.21098211043324622,-0.42816115829665835,-0.19637106637890506
-0.12841403000388477,-0.860136496372716,-0.024161582997939773,0.059553299357752804,0.05351805691377354
-0.12215343021035613,-0.8711047538899692,-0.005150544399178602,0.09169316938345846,0.01494842128378481
-0.14109251358710168,-0.8649569408420638,-0.010402504746546084,0.06170514509828609,-0.015543553764403828
-0.03198390452507204,-0.8465190115536086,0.1239083435583968,0.33748100098022854,-0.13223481712911866
0.8675849044469415,-0.3712128801112783,-0.1656450465014811,-0.28714058179020263,-0.1343263277945557
-0.06025032628518407,-0.8896693225114164,0.05530158222609346,0.013117884349340993,0.07474159652518887
-0.07539204345466026,-0.8833437081897372,0.042902897290564374,-0.01611897593015516,0.06933854799329053
0.9106370695158386,-0.4263525392601815,-0.0533528284841946,-0.218070752810267,-0.07305490715330952
0.8044368181922202,-0.44858478467186624,-0.10323118999242574,-0.3504434861258313,-0.13364488963144197
0.8413885329639884,-0.4418036590241078,-0.07517609993036785,-0.2900180412428403,-0.14490832678990337
0.8761256114621342,-0.31027684355987956,0.01446886471429846,-0.04334169271923,0.05966342451170128
0.9467280267130828,-0.39385763689526415,-0.017964192252511262,-0.12731042848873342,-0.03288367308574695
0.03378757786761624,-0.8623512968370614,0.1895007346866408,0.2779899634959734,-0.07899670562616401
0.551809570645189,-0.03876395000919443,0.10633582252446301,0.1876703562063093,0.20772088376925166
0.1422191550191712,-0.7666626767813258,0.29104239084833705,0.4868909689033674,-0.14347461956594412
0.7736987526763766,-0.3495144941437466,-0.04421401450454114,-0.20382264273100087,-0.019786108098250998
0.8665943251184448,-0.3079473581273791,-0.004148257621644239,-0.07329840796825382,0.11348838353488923
0.7908978603196242,-0.15902611647274495,0.07278043680557446,0.14702631669706628,0.21954984344510925
-0.08154552619555153,-0.8816732199740696,0.04850111203671696,-0.017292021922705292,0.039345916994982716
0.8369061477374482,-0.44132778804682177,-0.08811021049364126,-0.31258778662887027,-0.11677180778011562
-0.056012568662137795,-0.8906296831777529,0.06462196128440673,0.02542485227856811,0.06004102276564826
0.9370459274019339,-0.2623720203859375,0.027241993650702175,0.04810587476333339,0.2436685746862036
0.8902917777689169,-0.4087156918165416,-0.04940452625241964,-0.2028751517219184,-0.05448003554272675
0.9399456004172683,-0.40299051962726407,-0.033064335613663086,-0.15478305439999618,-0.028113020774060356
0.9346899223754404,-0.4108688521932272,-0.030666538430512428,-0.16602143317302825,-0.0666745966844812
0.8480949558516453,-0.43343933548233576,-0.06693968857733515,-0.2743992668366373,-0.13409932522996137
0.8068882853527266,-0.44623033681438173,-0.10055941483002084,-0.3468525165413012,-0.13395052659768766
0.9609580451234591,-0.38125329706896033,0.02149108709470652,-0.04947489191929082,-0.08176024998617784
0.03735744136612699,-0.8633578630224146,0.18150035959027772,0.2703219771178925,-0.049873599959592216
0.9052423483667101,-0.42240609537857216,-0.05136768970410042,-0.2121400958564373,-0.07712908905919495
0.22098906344838448,-0.7116667365222079,0.36319227382707914,0.5027514090561805,-0.12868293618420606
0.9282620208370432,-0.4455877672563199,0.0811965305160732,-0.08616074023494007,-0.0869789618484832
-0.027473594300866398,-0.8890287438109035,0.11338088107408936,-0.050535555061067244,0.04711547451018893
0.005303167412913485,-0.8976292351149507,0.1422809666253778,0.012128177871643532,0.04914840089065059
0.9221791945225237,-0.4613837314565509,0.042248536938877534,-0.15479246710843006,-0.015111999184018676
0.9824866237081213,-0.3355364785819004,0.12655522799600719,0.10456799061213144,0.13365234313889296
0.8844638703623449,-0.4761803731187411,0.023733825513750577,-0.21149957291465826,-0.06042774975012521
0.8385273907704062,-0.3891288704773759,0.061150300073834304,-0.1050008077077519,0.010693705639946465
0.7143364377238293,-0.5051649710224261,-0.04595988153290551,-0.4046175032830403,-0.17820431029814093
0.9492466879051947,-0.420346912750038,0.07655936358131289,-0.05383983653746338,0.020818559060658322
0.7358062511270247,-0.22845782805761228,0.09442824790964725,0.059536733702765035,0.17673491806932198
0.8097003201092134,-0.39583200534921376,0.021653405122052338,-0.1709929468218027,0.06517940786511654
0.9193093550662691,-0.4556376176184542,0.04883493113131622,-0.14338486358748,-0.031770591271242925
0.7004302736353537,-0.5040931439291838,-0.056345736892788253,-0.423147593256794,-0.16616856312615752
0.9187785409111223,-0.42258962907786257,0.050249619638290895,-0.09593906724246423,0.04669833198702368
0.7300322917257588,-0.5058341394990905,-0.027574052558700945,-0.37482109249691886,-0.20906108118750552
0.9327041188618503,-0.4550915270799624,0.0672279348832972,-0.11433457220481347,-0.062234748093299125
0.7138250714576596,-0.5053227576757572,-0.04339965376744205,-0.40180389559504254,-0.18645263584626084
0.8096627371936276,-0.49866558002609973,-0.009844245802625908,-0.30982099064343394,-0.12764767737243865
0.8171176250643765,-0.4969619460583026,0.001400225391663021,-0.28972841673782057,-0.14504369260222003
0.8505733848180683,-0.48763333237620377,-0.0036831677461978615,-0.2738060391822753,-0.059008155099015275
0.9685033145710719,-0.41015470397797166,0.1380269757718286,0.038679242230240635,-0.10270805428072265
0.947961964214058,-0.43583580303957453,0.096030221438863,-0.051666119172645776,-0.07485740605018472
-0.04139017532752264,-0.8764674883780151,0.08220920624816598,-0.10156753113227225,0.09086129781272369
-0.44742836895561106,0.4956817030787789,-0.36353767503139817,0.554303724917884,-0.13327063914545378
-0.4940804549513686,0.4900733178125432,-0.41074706582554055,0.4688869572631421,-0.10476901639973603
-0.42660703016203805,0.49880320971812314,-0.3475990978844722,0.5819761169418345,-0.1307969613055327
-0.5741092681545678,0.41464577974316663,-0.5162403023298228,0.15456122829296967,0.008023165801205432
