,0,1,2,3,4,5,6,7
0,0.35663120750081306,-0.3222162525476787,-0.21530148315755235,0.5619255245625258,-0.21843127555977618,-0.14619119887452103,0.566285373729525,-0.1308152565831014
1,0.45734099018895497,-0.41320752894232843,-0.27610088916910364,0.44624597681947636,-0.2801145097558989,-0.18747441683165503,0.4505314282133199,-0.1677564321888499
2,0.14817608995879453,-0.13387707923340286,-0.08945524470553415,0.3542755735407068,-0.06610543973003695,-0.06074073098486666,0.34521123371882406,0.8362877433989946
3,0.22027746211685081,-0.19902066019795284,-0.13298349472075127,0.41484726881901646,0.19488653203551085,0.09319655942518812,0.40764918393242555,0.7136116128292027
4,0.23172480062364004,-0.2804121222778764,-0.13989435643694773,0.37224580554207304,-0.06482967558662978,-0.0949892373399545,0.3643683390211937,0.7506964494526531
5,0.36222678655855906,-0.43833366860784206,0.7305859901911972,-0.16474476496809337,-0.22185848396266458,-0.14848495330106595,-0.16381640105237863,-0.13286776094832412
6,0.3708123824086981,-0.4487231700633544,0.7479025340756215,-0.060274789078367655,-0.22711703288811813,0.15688594693548613,-0.05880870799580206,-0.13601702803553548
7,0.11722972504741355,-0.14186067225487806,-0.0707726445190657,0.17569657497671182,0.1037168957114981,-0.0480551160076836,0.16440393065170855,0.9434826689015856
8,0.15520326627622025,-0.1878127725812935,0.31303408853499964,-0.0061289406828618975,0.26640940605201835,-0.06362132951057131,-0.017418125815129692,0.8759482677562039
9,0.2513330672787791,-0.3041402500059411,-0.15173204423377518,0.27616435894038527,0.01330677560948548,-0.10302710937660046,0.2670132060984152,0.8142194565641847
10,0.2667712301211207,-0.4046164264305534,-0.1610522026699277,0.12077878878491713,0.3247798242773036,0.5573135460565759,0.11436845929027384,0.5435373612557495
11,0.3510749961970007,-0.6401239484123841,-0.21194714817708143,0.09954308182158872,0.5442230733999847,-0.1439135821808035,0.09625034131806641,0.2932631207540393
12,0.32153236335562335,-0.5862581163657514,0.6485081964602523,0.04665354065458834,-0.19693375897665413,-0.13180338873122743,0.0434260610155269,0.26858530320450485
13,0.3339383527418695,-0.6088782715915876,0.6735302058101512,-0.06455445251165824,-0.1489791076067956,-0.1368888844014171,-0.06328304763697794,-0.12249133103912754
14,0.3172276925180482,-0.5784093008049359,0.6398259776873217,0.22657719950927438,-0.14152402127956065,0.1342149542352656,0.2291549901788376,-0.11636172359346611
15,0.3334201614005703,-0.6079334401708976,0.6724850502660558,0.07402222811338287,-0.14874792816016283,-0.13667646604924374,0.0759506150420382,-0.12230125419827496
16,0.32300511710170204,-0.5889434256392435,-0.19500110847510946,-0.16678052417105568,-0.03663287190573429,-0.13240710380511278,-0.17603164814163047,0.6581120045885477
17,0.2177814473250877,0.6603985850341714,-0.25732335158284275,-0.15451849409266694,0.5898291536223401,-0.17472433870219756,-0.15323887645513312,-0.15634736820414882
18,0.17568463620905855,0.5327445776017674,-0.6581317048807024,-0.16696341711505855,0.30421189337693183,-0.14095039893798972,-0.17144680591410832,0.2872248278286232
19,0.21012549812712822,0.6371827506298808,-0.24827733535251542,-0.09215241758324229,0.5690941365165562,-0.1685820310025233,-0.09700297019872092,0.3435318040568432
20,0.13927639442634188,0.33876246740921057,-0.16456437887779482,-0.10301127370177353,0.15047374392015536,-0.11174035351433588,-0.11485184929241592,0.8830799045537048
21,0.1832987454804793,0.44583818778292444,-0.2165797321456863,0.15690249541005455,0.7948402694702674,-0.14705913879437146,0.15934500909992708,-0.13159190924200329
22,0.180137011449593,0.4381478909023488,-0.2128439318393051,-0.0627311562469678,0.42922365317123135,-0.14452250450121143,-0.07226101957421258,0.7183300020325419
