0,1,2,3
-0.11561146111535144,0.6434327122841302,0.09116715201460332,0.4119034606869112
-0.30575261975575324,0.6037364057294026,-0.024849436260398584,0.35962007256986406
0.10208235464487533,0.5815276136828498,0.31064559260439056,0.589844442686996
0.14796133054349417,0.750921600946267,0.3160808053212754,0.6654050624865079
-0.007708280902919163,0.6877248595695388,0.2301513184829418,0.5720475683237036
-0.5160903858769978,0.2846278405638872,0.5127555477509717,-0.605433501835848
-0.46378213166392607,0.4182156025528367,0.6170815584346286,-0.5157860513416823
0.10339546092319367,0.5327022915511336,0.2712246299878378,0.5226421886483769
0.021252955330934364,0.49535354459200714,0.4945729368450829,0.18587757338349076
-0.047579717216709574,0.6711808619447465,0.1930467465371354,0.5545757848354046
-0.03207669551386196,0.7979190679686328,0.16488698482108782,0.46874152951332154
-0.15107089121499168,0.8592434449104304,-0.08747901518666303,0.2725154312442633
-0.4073810597265416,0.6220432679845247,0.5495174540266458,-0.3561159330303247
-0.47346875633144003,0.5081083996646978,0.44949142199137776,-0.5764388190871268
-0.2950480324115918,0.7337195770337149,0.59378497966553,-0.34296593193574204
-0.4067719660611991,0.6028900500139797,0.506396923049021,-0.49507779970459714
-0.4317341217643174,0.5433975272451296,-0.1388442605510213,0.17487751295011314
0.2581163892838835,-0.41879122212436914,0.09370558302582516,0.43426728857276714
0.1645324505864659,-0.3434531479114308,-0.21975488121379885,0.723561419423995
0.29496647086811373,-0.2735682027477396,0.20822860633648846,0.634240294177716
0.1213313664234123,-0.05196306375763956,0.23274571855923876,0.585101870822647
0.43860364980151806,0.031617506379286855,0.1926599669709109,0.5342008051356042
0.23186338702367368,-0.06297338425965596,0.23672502106353827,0.6637075020028746
0.14492364414976924,-0.35468920050118796,-0.027258432502309287,0.4235289473049132
0.2700172235334038,0.20319623378442617,0.3507871118773442,0.7794291275960007
0.4129759403675842,0.4844022618460884,0.4079698875379736,0.7182528310606465
0.17094535200382066,0.26398405117048923,0.3451437481483129,0.6322436356883926
0.27259689994776815,-0.17608094398381255,0.06592356484625614,0.5425656634265356
0.4105922437481935,0.4353224953334117,0.35772082677267303,0.56687922026487
0.24873484229578036,-0.06972922827323119,0.11412774094868375,0.5504384395008011
0.12542920720521966,-0.35251470211355845,-0.04991768177506498,0.34292560715191694
0.15625963460287018,-0.3021112728591707,-0.03488066032093317,0.34270210411363444
0.20685158333029038,-0.24840941256339902,0.002024212945328127,0.4137127868015772
0.02411297876631435,-0.23926869737755616,0.8681385007594546,-0.34699334557082817
-0.07177405958785729,-0.432027536016497,-0.19232792951043248,0.2552442923511527
-0.02174441643481377,-0.3725590094199005,-0.16866957226191928,0.2711965979050517
0.06473660702545958,-0.28672116872877934,-0.09823671386321145,0.49601608871434905
0.203902605312224,0.1595469841782221,0.19970649425416434,0.6718880932813444
0.33848274230111486,0.493450109377332,0.3849066442457325,0.6451350447254411
0.2306156929808149,0.38828002475186874,0.37256597766437627,0.6689117123821865
0.09725407916636856,0.060770184326551756,0.17769801604961402,0.6752243991341258
0.05804387030223455,-0.13502206665640135,0.06381995541957824,0.7448009848229362
0.31607374854699155,0.17659419174582164,0.15697994598228032,0.6551856024133609
0.24148482229641352,0.42944997687326075,0.4054153386648554,0.6965507164914091
0.3450252158498036,0.4756027879517899,0.3680072074624216,0.630632622686749
0.2592882585306541,-0.006875148547473754,0.019651588333912597,0.502144902848594
0.2904002999064634,0.4773906478125389,0.5207528613066467,0.47303113523624235
0.24087449758598822,0.4112475962211993,0.3789228222823995,0.6712990176821149
0.4889975169019664,0.5834715918998683,0.3062056721593804,0.6292790383042988
0.08913459981688744,0.17265354165067096,0.07756837780317438,0.8321979389337945
-0.04706013733697977,-0.03682777440467367,0.8159741956850686,-0.46854027437869555
0.11236495337629031,0.2941749196455496,0.2719935733887529,0.5536220623871975
0.07025845095770471,0.23711546798670338,0.23228973573797135,0.554167469051261
0.3193485706371751,0.44410210682467127,0.2783437848060622,0.40982771190895273
0.2638060844508572,0.4662091646758197,0.34849252273795467,0.5141094794320873
0.17046239144318645,0.20821273869020265,0.07460908686879178,0.7206099471401677
-0.11514854493697559,-0.2641665618388075,-0.26480621760138934,0.26743562913682495
0.21710858446244263,0.3247282131831548,0.16529960647364306,0.8527826837909989
0.00936582059769375,0.18467416270610149,0.1860382341789034,0.6969798725179177
-0.0351479197672612,0.10310943290724604,0.14957319002342884,0.5090791916417703
-0.027085968360362554,-0.11755153532135676,-0.18950014522891195,0.5219590728937203
0.23294361830688418,0.4892272581157478,0.4015924506430305,0.6496009897554731
0.009119011259486312,-0.024540041647741873,-0.05942343909828863,0.4780104447325221
-0.010525237766399251,-0.14089073301879332,-0.20343453286002042,0.3596632736677687
0.03708686417329331,-0.023678491217292916,-0.1306006648811949,0.5901900780282878
0.14624304023412996,0.28885678438081774,0.19527943499330475,0.5028387418958105
-0.3908926325920751,-0.5102779479087455,-0.3609610215160627,0.22359452694586693
0.31752058136760347,0.4074574627289238,0.1969886717978386,0.6403756790470083
0.1952567778514328,0.34243906031402144,0.3926846449946648,0.22118582305399206
0.02486962132137223,0.34770723104269274,0.5394458197805655,0.27748690829097206
-0.09401299918014056,0.12754271363617983,0.8549118294989342,-0.4839282351065747
-0.13114585982430896,0.19048787077833568,-0.09802250169448411,0.6787074099776195
-0.24475027291721513,-0.02721225081686173,-0.1973589424876821,0.4189586629780725
0.07398653583827358,0.4168107100037172,0.14089632959758028,0.6612387051916822
0.31991491667515676,0.477082233858537,0.2401311168215989,0.3617237765221216
0.34124443633674534,0.6635522759382451,0.3325332618575032,0.7399679466707628
0.29998717819333387,0.5335569069594343,0.3620262924262699,0.620117416962656
0.07072016069052463,0.22107211404047108,-0.17074649046156246,0.41717472205314693
